"Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES"
"HDAQKLAKMZNBQB-UHFFFAOYNA-N,CHEMBL11805,43,A,9.98,chembl20,28747,9606,ACHE,30,C=1C(OC)=C(CN(C)CCCCCC(N(C)CCCCCCCCN(C(CCCCCN(CC=2C=CC=CC2OC)C)=O)C)=O)C=CC1"
"IHGKQRLXUYWOQB-SYILLIHQNA-N,CHEMBL496255,43,N,4.66,chembl20,510556,9606,ACHE,30,C1[C@H](N(C)C)C[C@@H]2CC[C@@H]3[C@@H]([C@@]2(C)C1)CC[C@@]4([C@H](CC[C@@H]34)[C@@H](N(C)C)C)C"
"IHWOSWQIPFQQBL-UHFFFAOYNA-N,CHEMBL444427,43,N,3.55,chembl20,555909,9606,ACHE,30,C=1C=C2C(=CC1)OC(C3=CC=C(C=C3)OCCCCCCCN(C)CC4=CC=CC=C4)=C2C(=O)C5=CC=C(C=C5)OC"
"GXUQYCUEEMXLQZ-IHBONYPBNA-N,CHEMBL535812,43,A,9.09,chembl20,305601,9606,ACHE,30,C=12C(=C3C(=NC1CC4C=C(CC2C4)CC)C=CC=C3)NCCCCCCCCNC5=C6C(=NC7=C5C=CC=C7)CCCC6"
"GYHHALPUXKNWQM-CSKMVECVNA-N,CHEMBL1290152,43,A,5.14,chembl20,686364,9606,ACHE,30,C12(C3(CC4=CC(=C(C=C4C3=O)OC)OC)C(C5=CC=CC=C5)C(N1)C6=CC=CC=C6)C7=C(C=CC(=C7)Cl)NC2=O"
"JHRAIDFAYJMYNL-UHFFFAOYNA-N,CHEMBL395815,43,A,5.64,chembl20,446304,9606,ACHE,30,C1(CC(=O)C(=NCCCCCCN(CC2=C(C=CC=C2)N(=O)=O)CC)CC1=O)=NCCCCCCN(CC3=C(C=CC=C3)N(=O)=O)CC"
"JIRMJXZEKAMOEK-SREBMQDQNA-N,CHEMBL1289719,43,A,5.12,chembl20,686364,9606,ACHE,30,C12(C(=O)NC=3C=CC(=CC13)N(=O)=O)C4(CC5=CC(=C(C=C5C4=O)OC)OC)C(C6=CC=CC=C6Cl)CN2C"
"JIZMQSOCFUDZSD-DROQPLQRNA-N,CHEMBL496127,43,N,4.47,chembl20,497074,9606,ACHE,30,C=1(C2=C(NC1)C=CC=C2)C[C@H](N)C(NCCC(NC3=C4C(=NC5=C3CCCC5)C=CC=C4)=O)=O"
"JEYDAWUUVUDACY-NBMKXXFONA-N,CHEMBL1915766,43,N,4.91,chembl20,787787,9606,ACHE,30,[C@@]12([C@@]([C@@H]([C@@H](CCC(OCCCC)=O)C)CC1)(CC(C3[C@@]4([C@@H](CC(=O)C23)C(C(CC4)=O)(C)C)C)=O)C)C"
"JFFXISWKPOQVNH-ZGKZNJKGNA-P,CHEMBL3261991,43,N,4.32,chembl20,1350415,9606,ACHE,30,C=1C(=CC=C[N+]1CC=2C=C(C=CC2)C[N+]3=CC=CC(=C3)NC(/C=N/O)=O)NC(/C=N/O)=O"
"JBONGCFMZXUCHU-UHFFFAOYNA-N,CHEMBL243055,43,A,8.29,chembl20,446304,9606,ACHE,30,C1(C(C(=O)C(=NCCCCCCN(CC=2C=CC=CC2OC)CC)C(C1=O)F)F)=NCCCCCCN(CC3=C(C=CC=C3)OC)CC"
"JAEZFUCFEMHOTF-CPMTXLHUNA-N,CHEMBL190060,43,A,8.16,chembl20,633769,9606,ACHE,30,C1=C(OCCCN(CC=2C=C(C=CC2)OC(NC)=O)C)C=C3O/C(=C\C4=CC=CC=5C4=CC=CC5)/C(=O)C3=C1"
"IXPRPCLKVZPTNA-AKVWENRDNA-N,CHEMBL3220802,43,N,4.52,chembl20,1332182,9606,ACHE,30,[C@]1(C)(C(=O)OCC[N+](C)(C)CC2=CC=CC=C2)CCC[C@@]3([C@@H]1CC[C@@]45[C@H]3CC[C@@](C4)(C(C5)=O)C)C"
"IZMSMYAPBBZFQP-IMTZNOAFNA-N,CHEMBL2011403,43,N,4.81,chembl20,811771,9606,ACHE,30,C1(O)=C(C/C=C(/CCC=C(C)C)\C)C(O)=C2C([C@@H](C(C=3C=C(C(=C(C3)O)OC)O)OC2=C1)O)=O"
"JVWBHMCLFOYJGN-IWBSIUBANA-N,CHEMBL598824,43,A,6.29,chembl20,613840,9606,ACHE,30,O(C1=CC=C2C(C(/C(/C2)=C/C3=CC=C(C=C3)CN(CC4=CC=CC=C4)C)=O)=C1)CCCCCCCN(CC)CC"
"HPYNUBNVVWIUBZ-UHFFFAOYNA-N,CHEMBL242190,43,N,4.94,chembl20,446304,9606,ACHE,30,C1(CC(=O)C(=NCCCCCC(=O)N(CC)CC2=C(C=CC=C2)OC)CC1=O)=NCCCCCC(N(CC)CC3=C(C=CC=C3)OC)=O"
"GREADQCAPLJXDH-JVYSMVCENA-N,CHEMBL3220806,43,N,4.1,chembl20,1332182,9606,ACHE,30,[C@]1(C)(C(=O)OCCOCCOCC[N+](CC)(CC)CC)CCC[C@@]2([C@@H]1CC[C@@]34[C@H]2CC[C@@](C3)(C(C4)=O)C)C"
"GRPPZHNSLSWJDA-GLAYEKRENA-N,44456475,43,A,6.74232,pubchem,315645,9606,ACHE,30,FC1=CC(CC(=O)NCCOC2=CC=3OC(=O)C(C4=CC=C(CN(CC5=CC=CC=C5)CC)C=C4)=CC3C=C2)=CC(F)=C1"
"JLERCSLLIVKOQE-UHFFFAOYNA-N,71449712,43,N,,pubchem,696007,9606,ACHE,30,O(CCCCCCCN(CC1=CC=CC=C1)C)C=2C=C(C=3OC=4C(C3C(=O)C5=C(OC)C=CC=C5)=CC=CC4)C=CC2"
"GXLCMIZDIFTAHJ-YVVRDRMGNA-N,44412135,43,A,8.19382,pubchem,265948,9606,ACHE,30,O(C(=O)[C@@]\12CC(NCCCCCCCNC=3C=4CCCCC4N=C5C3C=CC=C5)CC(/C1=C\C)C=C(C2)C)C"
"JPUKWEQWGBDDQB-HBDJNLTONA-N,5488283,43,A,7.92082,pubchem,1115338,9606,ACHE,30,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)CO"
"LDYLCLZQCXSJGH-YLGRSMGDNA-N,11272989,43,A,5.52433,pubchem,241106,9606,ACHE,30,O(CCCN(CC1=CC(OC(=O)NC)=CC=C1)C)C=2C=C3O/C(/C(=O)C3=CC2)=C\C4=CC(OC)=C(OC)C(OC)=C4"
"HZEYALYZZKPABJ-LOXFIDKHNA-N,CHEMBL219264,43,A,8.08,chembl20,422568,9606,ACHE,30,C=1(C(=CC(CCC(=O)NCCCCCC(NNC=2C=3C(N=C4C2CCCC4)=CC=CC3)=O)=CC1OC)OC)OC"
"KNDNTYBIRAVLQO-UHFFFAOYNA-N,CHEMBL2160225,43,N,4.41,chembl20,856751,9606,ACHE,30,N(CCCCCCCOC1=CC=C(C=C1)C=2OC3=CC=CC=C3C2C(=O)C4=CC=C(C=C4)OCCN5CCOCC5)(C)CC=6C=CC=CC6"
"KHXUDLHKQASZJR-ZGQWZVPSNA-N,CHEMBL1773485,43,A,7.17,chembl20,745440,9606,ACHE,30,C=1C=C(C(C2=CC=C(C=C2)CN(CC=3C=CC=CC3)C)=O)C=CC1OCCCN4CCC(CC4)N5C=6C(N=C5O)=CC=CC6"
"KBYFEQRBOAAMSZ-PHLAQJRANA-N,CHEMBL2019041,43,A,9.7,chembl20,813113,9606,ACHE,30,N(C(=O)C=1OC2=CC(=C(C=C2C(=O)C1)OC)OC)CCCCCCCCCCNC3=C4C=CC(=CC4=NC5=C3CCCC5)Cl"
"KASALCUNLBTNAA-LIPCCPSCNA-N,CHEMBL1915763,43,N,4.65,chembl20,787787,9606,ACHE,30,[C@@]12([C@@]([C@H](CC1)[C@@H](CC[C@@H]([C@@](C)(CO)O)O)C)(CC=C3C2=CC[C@@H]4[C@@]3(CCC(C4(C)C)=O)C)C)C"
"KBDPMEZJEUHKAP-ZGKZNJKGNA-P,CHEMBL3261992,43,A,5.07,chembl20,1350415,9606,ACHE,30,C=1C(=CC=C[N+]1CC=2C=CC(=CC2)C[N+]3=CC=CC(=C3)NC(/C=N/O)=O)NC(/C=N/O)=O"
"KBIJRURQBDTZPS-ROXCWWSHNA-N,CHEMBL606372,43,A,7.4,chembl20,606474,9606,ACHE,30,C12=NC(=CC=C1[C@@]\3(/N=C/C=C/C4=CC=C(C=C4)N(C)C)CC(=C[C@H](/C3=C\C)C2)C)O"
"KEKTVADTRWDTIX-CSKMVECVNA-N,52944789,43,A,5.16368,pubchem,538478,9606,ACHE,30,FC1=CC=C(C2C3(C4(NC2C5=CC=CC=C5)C6=C(NC4=O)C=CC=C6)CC=7C(C3=O)=CC(OC)=C(OC)C7)C=C1"
"LUFIJPVBOMMOLK-SQBIMTKRNA-N,25150257,43,A,5.06803,pubchem,345205,9606,ACHE,30,O=C(NC1CCC(NC(=O)CCCCCN(CC=2C(OC)=CC=CC2)CC)CC1)CCCCCN(CC=3C(OC)=CC=CC3)CC"
"MIHBCQWIBJDVPX-JUDWXZBONA-N,CHEMBL283509,43,A,9.0,chembl20,744971,9606,ACHE,30,[C@]12([C@@]3([C@@](OC4=C(C3)C(OC(C5=CC(OC)=C(C=C5)OC)=C4)=O)(C)CC[C@]1(C(C)(C)C=CC2=O)O)O)C"
"KSRHASDCOAHRSY-DTXAHMJKNA-N,CHEMBL3237628,43,N,4.15,chembl20,1337582,9606,ACHE,30,C1N2[C@]3(CC[C@H]2[C@H]4OC([C@H](C4)C)=O)[C@H](CCC1)[C@H]([C@@H](O3)C[C@@H](C(=O)OC)C)CC"
"KWRNVBFUUSXGON-SXVMTMMFNA-N,CHEMBL496126,43,A,5.48,chembl20,497074,9606,ACHE,30,C=1(C2=C(NC1)C=CC=C2)C[C@H](NC)C(NCC(NC3=C4C(=NC5=C3CCCC5)C=CC=C4)=O)=O"
"JVGJXXNUVVQEIG-MCKXIFHVNA-N,CHEMBL1915761,43,N,4.66,chembl20,787787,9606,ACHE,30,[C@@]12([C@@]([C@H](CC1)[C@@H](CCC=C(CO)CO)C)(CC=C3C2=CC[C@@H]4[C@@]3(CCC(C4(C)C)=O)C)C)C"
"LHOGDRUXAOULLD-UHFFFAOYNA-N,CHEMBL79012,43,A,5.24,chembl20,28900,9606,ACHE,30,C(N(CCCCCCCCN(C(=O)CCCCCN(CC=1C=CC(=CC1)OC)C)C)C)(=O)CCCCCN(CC2=CC=C(C=C2)OC)C"
"LGPLUMZTSHOAFT-PHLAQJRANA-N,CHEMBL312761,43,A,9.15,chembl20,633769,9606,ACHE,30,C=1(C=CC2=C(NCCCCCCCCNC=3C4=C(CCCC4)N=C5C=C(C=CC53)F)C6=C(N=C2C1)CCCC6)F"
"MAIPLBUKRSVRMT-CSKMVECVNA-N,CHEMBL1290043,43,A,5.14,chembl20,686364,9606,ACHE,30,C12(C3(CC4=CC(=C(C=C4C3=O)OC)OC)C(C5=CC=CC=C5Cl)C(N1)C6=CC=CC=C6)C=7C(=CC=CC7)NC2=O"
"MALAIGCWTXNVKA-DVSVOVCNNA-N,CHEMBL1651046,43,N,4.53,chembl20,714889,9606,ACHE,30,C1[C@H](N(C)C)C(C)([C@@H]2CC[C@@H]3C(C=C2C1)=CC[C@]4([C@]3(C[C@H]([C@@H]4[C@@H](N(C)C)C)O)C)C)C"
"MBPKTUUBOVNOPG-HQWBRPTQNA-N,CHEMBL1084263,43,A,7.66,chembl20,633769,9606,ACHE,30,C(C=1C2=C(C=CC=C2)NC1)CC(NCCCCCCCCCCNC3=C4C(=NC5=C3CCCC5)C=C(C=C4)Cl)=O"
"KMSYVNUQWIRJRE-CPMTXLHUNA-N,CHEMBL191386,43,A,8.47,chembl20,633769,9606,ACHE,30,C1=C(OCCCN(CC=2C=C(C=CC2)OC(NC)=O)C)C=C3O/C(=C\C4=CC=C5C(=C4)C=CC=C5)/C(=O)C3=C1"
"MSPYTPFOSMYQMH-UHFFFAOYNA-N,CHEMBL243056,43,A,8.52,chembl20,446304,9606,ACHE,30,C1(C(C(=O)C(=NCCCCCCN(CC=2C=CC=CC2OC)CC)C(C1=O)Cl)Cl)=NCCCCCCN(CC3=C(C=CC=C3)OC)CC"
"MWRCDYACTUEODY-HQWBRPTQNA-N,CHEMBL74927,43,A,9.22,chembl20,633769,9606,ACHE,30,C=1(C=CC2=C(NCCCCCCCNC=3C4=C(N=C5C3C=CC(=C5)F)CCCC4)C6=C(CCCC6)N=C2C1)F"
"NYQBQOPAOPOYLH-UHFFFAOYNA-N,CHEMBL2160217,43,N,4.0,chembl20,856751,9606,ACHE,30,N(CC=1C=CC=CC1)(CCCCCCCOC2=CC=C(C=C2)C=3OC4=CC=CC=C4C3C(C5=CC=CC=6C5=CC=CC6)=O)C"
"NWYPJHLABDEGAV-VDTYKYKFNA-N,CHEMBL3289928,43,N,4.56,chembl20,1363503,9606,ACHE,30,C\1(/C(/CN(C/C1=C\C=2C=CC(=CC2)C(OCC)OCC)CC3=CC=CC=C3)=C/C=4C=CC(=CC4)C(OCC)OCC)=O"
"NXNBTJXXHOISND-UHFFFAOYNA-N,CHEMBL2160222,43,N,4.0,chembl20,856751,9606,ACHE,30,N(CC=1C=CC=CC1)(CCCCCCCOC2=CC=C(C=C2)C=3OC4=CC=CC=C4C3C(=O)C5=CC=C(C=C5)CN(CC)CC)C"
"NLCQQMLZYJKGLV-KIFWSQMLNA-O,44447995,43,A,6.02136,pubchem,314091,9606,ACHE,30,O(C=1C(CNCCCNCCCNCCC[N+]=2C(=C3C(=C4C2C=C(N)C=C4)C=CC(N)=C3)C5=CC=CC=C5)=CC=CC1)C"
"NJHSCOWKTJHWBT-FRJXKFNANA-N,CHEMBL3093175,43,A,6.92,chembl20,1278501,9606,ACHE,30,C1/C(/C(C2=CC=C(C=C2O1)OCCCCCCCCNC=3C4=CC=CC=C4N=C5CCCCC35)=O)=C\C=6C=CC(=CC6)OC"
"OMVQFYXRSZGKGB-UHFFFAOYNA-N,CHEMBL243062,43,A,8.58,chembl20,446304,9606,ACHE,30,C1(C(C(=O)C(=NCCCCCCN(CC=2C=CC=CC2OC)CC)C(C1=O)Br)Br)=NCCCCCCN(CC3=C(C=CC=C3)OC)CC"
"OHVOPLCDAMQVTG-UHFFFAOYNA-N,CHEMBL1917826,43,A,5.34,chembl20,785863,9606,ACHE,30,C1CCCCN(C=2C3=C(N=C4C2C=C(C=C4)OC)CCCC3)CCCCCN1C=5C6=C(N=C7C5CCCC7)C=CC(=C6)OC"
"PDVMFDQSGABTJW-ZEAXPUFNNA-N,CHEMBL507438,43,A,8.13,chembl20,552457,9606,ACHE,30,C(CNC=1C2=C(N=C3C=CC=CC13)CCCC2)C=4C=C(C=C(CCNC5=C6C(=NC7=CC=CC=C75)CCCC6)C4)C"
"PHMROSHDKYSTRK-HCXDKFGHNA-N,90664609,43,A,8.45223,pubchem,654174,9606,ACHE,30,ClC=1C=C2N=C3C(C4CC(C3)C=C(C4)C)=C(NCCCCCCCCCNC=5C=6CCCCC6N=C7C5C=CC=C7)C2=CC1"
"PCOSLLZEMYSIRZ-XPSQVAKYNA-N,CHEMBL259523,43,A,5.24,chembl20,466877,9606,ACHE,30,C1N(CCCCCCCCCCN2C[C@](CCCC2)(CC)C3=CC(=CC=C3)O)C[C@](CC)(C=4C=C(C=CC4)O)CCC1"
"PFHADHZVZJHAFZ-UHFFFAOYNA-N,71453350,43,N,,pubchem,696007,9606,ACHE,30,O(CCCCCCCN(CC1=CC=CC=C1)C)C=2C=C(C=3OC=4C(C3C(=O)C5=CC(OC)=C(OC)C=C5)=CC=CC4)C=CC2"
"NSHKRWLPXPEHTJ-YLHGWYNBNA-N,CHEMBL340171,43,A,7.58,chembl20,633769,9606,ACHE,30,N1(CCOCC1)CCCCCCCNC(OC=2C=CC=C(CN(CCCOC3=CC=4OC=5C=CC=CC5C(C4C=C3)=O)C)C2)=O"
"NDOHZAGMPVHUIH-UHFFFAOYNA-N,CHEMBL504674,43,N,3.75,chembl20,555909,9606,ACHE,30,C1=CC=C2C(=C1)C(C(=O)C3=CC(=C(C=C3)OC)OC)=C(C4=CC=C(C=C4)OCCCCCCCN(C)CC5=CC=CC=C5)O2"
"NDWGNGQXHXQQKE-GIZDKASINA-N,CHEMBL1642207,43,A,9.62,chembl20,698706,9606,ACHE,30,C1(O)=C(C(=C(C=2O[C@]34CCC[N+]5([C@H]([C@H]3C2C)[C@H](CC[C@H]5C(O)CC)O4)O)O1)OC)C"
"NHCDDUNWYVJRPS-NQLNTKRDNA-N,CHEMBL1834806,43,A,5.77,chembl20,773729,9606,ACHE,30,C=1(C=C2C(=C(OC)C1)OC(C3=CC=C4C(=C3)OCO4)=C2)CCCOC(CCCCCCC/C=C\C/C=C\CCCCC)=O"
"NHONLBLAUGCDGN-ZOXJKZFTNA-N,CHEMBL496259,43,A,5.0,chembl20,510556,9606,ACHE,30,C1C(=NC(C=C(C)C)=O)C(=O)C2[C@](C)(C1)[C@@H]3[C@@H](CC2)[C@H]4[C@]([C@H](CC4)[C@@H](NC)C)(C)CC3"
"ONGQTEYIIKGJGV-NSJPOYBLNA-N,44550849,43,A,6.52288,pubchem,469397,9606,ACHE,30,S1C(C(=O)N[C@@H](CCC(=O)NCCC2CCN(CC2)CC3=CC=CC=C3)C(OCCCCCC)=O)=CC4=C1SC=C4"
"MHODVJVESFLWQL-RQVQHSSJNA-N,44550607,43,A,6.60206,pubchem,469397,9606,ACHE,30,O=C(NCCC1CCN(CC1)CC2=CC=CC=C2)CC[C@H](NC(OCC3=CC=CC=C3)=O)C(OCCCCCC)=O"
"PYHGCNIYRRGMIK-UHFFFAOYNA-N,71462241,43,N,,pubchem,696007,9606,ACHE,30,O(CCCCCCCN(CC1=CC=CC=C1)C)C=2C=C(C=3OC=4C(C3C(=O)C5=CC(OC)=CC=C5)=CC=CC4)C=CC2"
"QAOKOBSRMLDYEY-LVHHYHAMNA-O,46897987,43,A,6.52288,pubchem,491761,9606,ACHE,30,O(C1=CC=2[C@]3(C([N+](CC3)(CCC4=CC=CC=C4)C)N(C2C=C1)C)C)C(=O)NC=5C=CC(=CC5)C(C)C"
"PRXVIQMGMOKJKT-LOXFIDKHNA-N,16094857,43,A,8.28067,pubchem,274542,9606,ACHE,30,O=C(NNC=1C=2CCCCC2N=C3C1C=CC=C3)CCCCCCCNC(=O)C4=CC(OC)=C(OC)C(OC)=C4"
"RAHLDBGBLYIYDN-WKCPDWHCNA-N,10101669,43,A,5.22185,pubchem,314091,9606,ACHE,30,ClC1=C(CO/N=C/C2=CC=[N+](CCC[N+]3=CC=C(C=C3)/C=N/OCC4=C(Cl)C=CC=C4Cl)C=C2)C(Cl)=CC=C1"
"QYUROEYAFJQVKH-VJSLDGLSNA-N,52944508,43,A,5.21467,pubchem,538478,9606,ACHE,30,O=C1C2(C3(N(CC2C4=CC(OC)=C(OC)C=C4)C)C5=C(NC3=O)C=CC(N(=O)=O)=C5)CC=6C1=CC(OC)=C(OC)C6"
"PLKUANBZKFHKND-QQYWGXKINA-N,56955101,43,A,9.52288,pubchem,656041,9606,ACHE,30,ClC=1C=C2N=C3C(CCCC3)=C(NCCCCCCCCCCNC(=O)C=4OC5=C(C(=O)C4)C=CC=C5)C2=CC1"
"QDCAJVSXNYAGPD-HQWBRPTQNA-N,56955295,43,A,8.74473,pubchem,656041,9606,ACHE,30,O1C(C(=O)NCCCCCCCCCCNC=2C=3CCCCC3N=C4C2C=CC=C4)=CC(=O)C=5C1=CC(OC)=C(OC)C5"
"QUXSCHHIUKJGMX-SQBIMTKRNA-N,CHEMBL1819177,43,A,7.92,chembl20,763955,9606,ACHE,30,C1=CC=2C(C=C1Cl)=NC=3CCCCC3C2NCCCCCCCNC4=C5C(=NC6=C4CC7=C6C=CC=C7)C=C(C=C5)Cl"
"RHUFUCHRXRCCBI-SIZOXRQUNA-N,CHEMBL2068680,43,A,8.9,chembl20,574551,9606,ACHE,30,[C@H]12C[C@H]3[C@@]4([C@@H]([C@]5(OC(C=6OC(O)=C(C6OC)C)=C([C@H]15)C)O3)CCN42)/C=C/C(C)O"
"QRZGIZWNQIUSQZ-IOPDFKDFNA-N,CHEMBL1076260,43,A,6.36,chembl20,620260,9606,ACHE,30,C(OCCCCCC)(=O)[C@@H](NC(=O)C1=CC=2C(S1)=NC=CC2)CCC(NCCC3CCN(CC4=CC=CC=C4)CC3)=O"
"QRKHDRGNICJNHM-ZYMSVLFVNA-N,CHEMBL128780,43,A,7.0,chembl20,900795,9606,ACHE,30,C1(C2=C(C=C(C=C2)OCCCCN(CC3=CC(OC(=O)NCCCCCCC)=CC=C3)C)OC4=C1C=CC=C4)=O"
"QQOQYSRVJHIFNC-ZNAZYVLNNA-O,CHEMBL1203985,43,A,8.12,chembl20,451097,9606,ACHE,30,CC[N+](CC)(CC)CCOC=1C=CC(=CC1)C(=O)NCCCCCC(=O)NNC2=C3CCCCC3=NC4=CC=CC=C24"
"RRISCGLVYBLGLP-FUBITRTBNA-N,44550727,43,A,6.74473,pubchem,469397,9606,ACHE,30,BrC=1C=C(SC1)C(=O)N[C@@H](CCC(=O)NCCC2CCN(CC2)CC3=CC=CC=C3)C(OCCCCCC)=O"
"RRTQIJJHXQOLEO-QQYWGXKINA-N,CHEMBL2019046,43,A,9.0,chembl20,813113,9606,ACHE,30,N(C(=O)C=1OC2=CC(=CC(=C2C(=O)C1)O)OC)CCCCCCCCCCNC=3C4=CC=CC=C4N=C5C3CCCC5"
"RSCCHAOAZHRDKI-UHFFFAOYNA-N,9917279,43,A,8.82391,pubchem,439594,9606,ACHE,30,O(C=1C(CN(CCCCCCN=C2C(=O)CC(=NCCCCCCN(CC=3C(OC)=CC=CC3)CC)C(=O)C2)CC)=CC=CC1)C"
"SRSKXXPERFQRQE-WBBWITLRNA-O,45266173,43,A,8.2644,pubchem,303071,9606,ACHE,30,ClC=1C=C2N=C3C(CCCC3)=C(NNC(=O)CCCCCNC(=O)C=4C=CC(OCC[N+](CC)(CC)CC)=CC4)C2=CC1"
"VJMJZJPGQHTHQB-UHFFFAOYNA-N,11764939,43,A,8.02228,pubchem,298278,9606,ACHE,30,O=C1C(=NCCCCCCN(CC=2C(OC)=CC=CC2)CC)C(C(=O)C(=NCCCCCCN(CC=3C(OC)=CC=CC3)CC)C1C)C"
"SVSUKQDSRBZWNP-ASEVHZGENA-N,CHEMBL3237633,43,N,4.77,chembl20,1337582,9606,ACHE,30,C1N2[C@@]3(CC[C@H]2[C@H]4OC([C@H](C4)C)=O)[C@H](CCC1)[C@H]([C@H]5[C@@H]3[C@](C(O5)=O)(C)O)CC"
"SVSUKQDSRBZWNP-DMGQJRCBNA-N,CHEMBL3237632,43,N,4.16,chembl20,1337582,9606,ACHE,30,C1N2[C@]3(CC[C@H]2[C@H]4OC([C@H](C4)C)=O)[C@H](CCC1)[C@@H]([C@@H]5[C@H]3[C@](C(O5)=O)(C)O)CC"
"SVSUKQDSRBZWNP-QVMKZURUNA-N,90655429,43,A,5.04096,pubchem,1129497,9606,ACHE,30,O1[C@H]2[C@H]([C@@]34N([C@@H](CC3)[C@H]5OC(=O)[C@@H](C5)C)CCCC[C@H]4[C@H]2CC)[C@@](O)(C1=O)C"
"SZKDUJMZXBJYTO-UHFFFAOYNA-N,CHEMBL2160228,43,N,3.99,chembl20,856751,9606,ACHE,30,C(=O)(C=1C=C(C=CC1)C)C2=C(OC=3C2=CC=CC3)C=4C=C(C=CC4)OCCCCCCCN(C)CC=5C=CC=CC5"
"SUFMWEXOZBWNLL-BDZGNEFQNA-N,56682946,43,A,7.30103,pubchem,446351,9606,ACHE,30,S1(=O)(=O)N(CCCCCCCCN2CC[C@@]34[C@@H](OC=5C3=C(C2)C=CC5OC)C[C@@H](O)C=C4)C(=O)C6=C1C=CC=C6"
"SXRQIJKFEIRDFT-HQWBRPTQNA-N,CHEMBL2019035,43,A,10.0,chembl20,813113,9606,ACHE,30,N(C(=O)C=1OC2=CC=C(C=C2C(=O)C1)OC)CCCCCCCCCCNC3=C4C=CC(=CC4=NC5=C3CCCC5)Cl"
"SKUMQRLMZICTHQ-LXJGGBODNA-N,CHEMBL3093173,43,A,7.01,chembl20,1278501,9606,ACHE,30,C1/C(/C(C2=CC=C(C=C2O1)OCCCCCNC=3C4=CC=CC=C4N=C5CCCCC35)=O)=C\C=6C=CC(=CC6)OC"
"SQIANBUOIQPBJW-HQWBRPTQNA-N,CHEMBL307908,43,A,8.57,chembl20,633769,9606,ACHE,30,C=1C=CC2=C(C3=C(N=C2C1)CCCCC3)NCCCCCCCNC=4C5=C(CCCCC5)N=C6C=CC=CC64"
"SNHXSTFOPXTQSU-UBXIPSODNA-N,CHEMBL3235502,43,A,8.67,chembl20,1335299,9606,ACHE,30,C1=CC=C2C(=C1)C(=C3C(=N2)CCCC3)NCCCNC(CCCOC4=C5C(=CC=C4)NC6=C5C=CC=C6)=O"
"VQTOKXKULQPXOC-UHFFFAOYNA-N,23626286,43,A,7.76195,pubchem,298278,9606,ACHE,30,O(C=1C(CCN(CCCCCCN=C2C(=O)CC(=NCCCCCCN(CCC=3C(OC)=CC=CC3)CC)C(=O)C2)CC)=CC=CC1)C"
"VVHBVIYSSIUBAX-NSJMMFDCNA-N,CHEMBL1083070,43,A,7.0,chembl20,633769,9606,ACHE,30,C1=CC2=C(C=C1)C(=O)C3=C(O2)C=C(C=C3)OCCCCN(CC4=CC=CC(=C4)OC(NCCCCCC)=O)C"
"VVHJGKZGVWBDEY-VJSLDGLSNA-N,CHEMBL1289159,43,A,5.38,chembl20,686364,9606,ACHE,30,C12(C(=O)NC3=CC=CC=C13)C4(CC5=CC(=C(C=C5C4=O)OC)OC)C(C6=CC(=C(C=C6)OC)OC)CN2C"
"VXCQEWKLZIACMS-YNDYHMGXNA-N,CHEMBL2019047,43,A,8.64,chembl20,813113,9606,ACHE,30,N(C(=O)C1=CC(=O)C2=C(C=C(C=C2O1)O)O)CCCCCCCCCCNC=3C4=CC=CC=C4N=C5C3CCCC5"
"UOQIHLPVNLZAKC-CSKMVECVNA-N,CHEMBL3087683,43,N,3.97,chembl20,1276880,9606,ACHE,30,N(C1=CC(C=2C(C1=O)=CC=CC2)=O)CCCNCCCNC(C(C3=CC(=C(C=C3)C4=CC=CC=C4)F)C)=O"
"UOZATCLUCGFJDA-UHFFFAOYNA-N,CHEMBL1771556,43,A,7.21,chembl20,745140,9606,ACHE,30,C=1C(N2CCCCC2)=CC=[N+](CC=3C=CC(C[N+]=4C=CC(=CC4)N5CC6=C(CC5)C=C(C(=C6)OC)OC)=CC3)C1"
"UOCNUTYNIHRYPD-SREBMQDQNA-N,CHEMBL1289507,43,A,5.07,chembl20,686364,9606,ACHE,30,C12(C(=O)NC=3C=CC(=CC13)N(=O)=O)C4(CC5=CC(=C(C=C5C4=O)OC)OC)C(C6=CC=C(C=C6)F)CN2C"
"UEPKIBDCMASFAW-SUHWKSDINA-N,CHEMBL3093180,43,A,6.98,chembl20,1278501,9606,ACHE,30,C1/C(/C(C2=CC=C(C=C2O1)OCCCCCCNC=3C4=CC=CC=C4N=C5CCCCC35)=O)=C\C=6C=CC(=CC6)F"
"UAGMFLGLVVWYFR-HQWBRPTQNA-N,CHEMBL307004,43,A,10.15,chembl20,633769,9606,ACHE,30,C=1(C=CC2=C(NCCCCCCCNC=3C4=C(N=C5C3C=CC(=C5)Cl)CCCC4)C6=C(CCCC6)N=C2C1)Cl"
"TVRBKNAHQZCAIV-NSJMMFDCNA-N,76325715,43,A,5.52433,pubchem,1077462,9606,ACHE,30,O=C(NC1C2=C(N(N=C2)C3=CC=CC=C3)C=4C1=CC(OC)=C(OC)C4)CN5CCN(CC5)CC6=CC=CC=C6"
